Cluster_name	Count	Max with r1	Max with_r2	Recombinant1	Recombinant2
centroid=F6_LH_2708;seqs=1;size=1;	1	34	1	1	0
centroid=F6_LB_9666;seqs=1;size=1;	1	20	1	1	0
centroid=F5_LB_2294;seqs=2;size=2;	2	2	2	0	0
centroid=F2_H_1065;seqs=1;size=1;	1	60	47	1	1
centroid=F5_LH_3886;seqs=8;size=15;	15	15	15	0	0
centroid=F5_LH_3647;seqs=7;size=14;	14	14	14	0	0
centroid=F5_LB_3270;seqs=3;size=5;	5	5	5	0	0
centroid=F6_LH_187;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_2526;seqs=2;size=3;	3	3	3	0	0
centroid=F6_LB_7086;seqs=7;size=16;	16	16	16	0	0
centroid=F5_LB_2307;seqs=7;size=10;	10	10	10	0	0
centroid=F5_LH_3028;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_2675;seqs=8;size=8;	8	89	8	1	0
centroid=F1_H_924;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_1563;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_813;seqs=1;size=1;	1	1	1	0	0
centroid=F4_LH_624;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LB_1986;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LH_2594;seqs=3;size=3;	3	9	25	1	1
centroid=F5_LH_4110;seqs=3;size=7;	7	7	7	0	0
centroid=F5_LH_5148;seqs=6;size=20;	20	20	20	0	0
centroid=F1_H_1156;seqs=1;size=1;	1	2	74	1	1
centroid=F5_LB_1353;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_2720;seqs=1;size=1;	1	1	58	0	1
centroid=F6_LH_4467;seqs=1;size=1;	1	65	1	1	0
centroid=F5_LH_1267;seqs=1;size=1;	1	17	1	1	0
centroid=F5_LB_421;seqs=2;size=2;	2	2	2	0	0
centroid=F3_H_1971;seqs=11;size=51;	51	51	51	0	0
centroid=F5_LB_1117;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LH_5673;seqs=1;size=3;	3	3	3	0	0
centroid=F6_LH_7414;seqs=1;size=1;	1	1	1	0	0
centroid=F2_B2_564;seqs=1;size=1;	1	7	7	1	1
centroid=F5_LB_135;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_2373;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_3740;seqs=12;size=27;	27	27	27	0	0
centroid=F6_LH_7059;seqs=34;size=101;	101	101	101	0	0
centroid=F6_LB_8124;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_1826;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_5345;seqs=9;size=14;	14	14	14	0	0
centroid=F1_H_1514;seqs=1;size=1;	1	1	89	0	1
centroid=F5_LH_3728;seqs=1;size=1;	1	5	1	1	0
centroid=F5_LH_1052;seqs=3;size=3;	3	3	14	0	1
centroid=F5_LH_5765;seqs=1;size=1;	1	28	1	1	0
centroid=F5_LH_3169;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LB_995;seqs=1;size=1;	1	1	4	0	1
centroid=F5_LH_279;seqs=2;size=2;	2	13	2	1	0
centroid=F2_B2_938;seqs=1;size=1;	1	30	1	1	0
centroid=F5_LB_2688;seqs=3;size=3;	3	3	3	0	0
centroid=F6_LB_6286;seqs=7;size=19;	19	19	19	0	0
centroid=F5_LB_2322;seqs=1;size=4;	4	4	4	0	0
centroid=F1_H_655;seqs=1;size=1;	1	1	5	0	1
centroid=F2_H_975;seqs=2;size=2;	2	64	2	1	0
centroid=F5_LB_595;seqs=2;size=4;	4	4	4	0	0
centroid=F6_LH_3661;seqs=3;size=3;	3	3	106	0	1
centroid=F4_LB_744;seqs=4;size=5;	5	33	5	1	0
centroid=F1_H_296;seqs=1;size=1;	1	4	34	1	1
centroid=F3_H_1074;seqs=1;size=1;	1	5	79	1	1
centroid=F5_LH_3839;seqs=1;size=4;	4	4	4	0	0
centroid=F2_B2_291;seqs=1;size=1;	1	14	1	1	0
centroid=F2_H_1100;seqs=2;size=2;	2	24	2	1	0
centroid=F4_LB_579;seqs=3;size=3;	3	57	3	1	0
centroid=F5_LB_2297;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_4596;seqs=1;size=1;	1	21	1	1	0
centroid=F5_LH_2339;seqs=1;size=1;	1	1	1	0	0
centroid=F2_H_254;seqs=3;size=3;	3	3	3	0	0
centroid=F5_LH_2561;seqs=1;size=1;	1	8	1	1	0
centroid=F5_LH_5718;seqs=1;size=2;	2	2	2	0	0
centroid=F5_LB_3176;seqs=2;size=6;	6	6	6	0	0
centroid=F5_LH_3888;seqs=4;size=5;	5	5	5	0	0
centroid=F5_LH_4170;seqs=4;size=6;	6	6	6	0	0
centroid=F4_LB_179;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_1886;seqs=5;size=6;	6	6	6	0	0
centroid=F5_LB_3040;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LH_329;seqs=1;size=2;	2	2	2	0	0
centroid=F6_LH_3216;seqs=1;size=1;	1	18	1	1	0
centroid=F5_LH_613;seqs=2;size=2;	2	3	2	1	0
centroid=F1_H_555;seqs=2;size=2;	2	2	84	0	1
centroid=F2_H_947;seqs=1;size=1;	1	77	1	1	0
centroid=F5_LB_2763;seqs=2;size=3;	3	3	3	0	0
centroid=F5_LH_5509;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LB_1649;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_5647;seqs=1;size=1;	1	1	1	0	0
centroid=F3_H_648;seqs=3;size=5;	5	5	5	0	0
centroid=F5_LB_563;seqs=3;size=5;	5	5	5	0	0
centroid=F2_B2_1208;seqs=1;size=1;	1	12	6	1	1
centroid=F2_H_582;seqs=1;size=1;	1	20	39	1	1
centroid=F5_LH_4377;seqs=1;size=1;	1	1	23	0	1
centroid=F6_LH_9872;seqs=1;size=1;	1	35	1	1	0
centroid=F5_LB_164;seqs=1;size=1;	1	1	1	0	0
centroid=F4_LB_531;seqs=2;size=2;	2	153	2	1	0
centroid=F2_H_1112;seqs=4;size=4;	4	100	19	1	1
centroid=F5_LH_1226;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LH_5232;seqs=1;size=4;	4	4	4	0	0
centroid=F5_LH_757;seqs=1;size=2;	2	2	2	0	0
centroid=F5_LB_1319;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LH_4885;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_3836;seqs=8;size=10;	10	10	10	0	0
centroid=F5_LH_5671;seqs=5;size=7;	7	7	7	0	0
centroid=F6_LH_1323;seqs=7;size=8;	8	107	8	1	0
centroid=F6_LB_421;seqs=1;size=1;	1	1	58	0	1
centroid=F5_LH_3072;seqs=2;size=6;	6	6	6	0	0
centroid=F4_LH_616;seqs=11;size=25;	25	25	25	0	0
centroid=F6_LB_8315;seqs=1;size=1;	1	11	30	1	1
centroid=F2_H_1158;seqs=1;size=1;	1	42	4	1	1
centroid=F6_LB_6380;seqs=20;size=64;	64	64	64	0	0
centroid=F5_LH_4224;seqs=9;size=23;	23	23	23	0	0
centroid=F5_LH_3631;seqs=3;size=9;	9	9	9	0	0
centroid=F5_LB_2159;seqs=1;size=1;	1	1	7	0	1
centroid=F6_LB_106;seqs=1;size=1;	1	44	1	1	0
centroid=F5_LB_1693;seqs=1;size=6;	6	6	6	0	0
centroid=F6_LB_6808;seqs=16;size=50;	50	50	50	0	0
centroid=F5_LB_1767;seqs=2;size=4;	4	4	4	0	0
centroid=F6_LB_3277;seqs=1;size=1;	1	55	1	1	0
centroid=F6_LH_3534;seqs=1;size=1;	1	28	1	1	0
centroid=F6_LB_7034;seqs=1;size=1;	1	22	1	1	0
centroid=F6_LH_10404;seqs=2;size=2;	2	60	2	1	0
centroid=F5_LB_442;seqs=1;size=1;	1	5	8	1	1
centroid=F5_LH_3945;seqs=9;size=18;	18	18	18	0	0
centroid=F5_LB_3215;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_7306;seqs=6;size=6;	6	56	55	1	1
centroid=F5_LB_103;seqs=1;size=2;	2	2	2	0	0
centroid=F6_LB_6508;seqs=2;size=2;	2	11	55	1	1
centroid=F6_LB_4198;seqs=7;size=7;	7	46	7	1	0
centroid=F5_LB_2093;seqs=7;size=16;	16	16	16	0	0
centroid=F6_LB_9414;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_2059;seqs=1;size=1;	1	1	1	0	0
centroid=F2_H_157;seqs=3;size=3;	3	22	3	1	0
centroid=F5_LH_2522;seqs=2;size=2;	2	2	2	0	0
centroid=F6_LH_6848;seqs=28;size=74;	74	74	74	0	0
centroid=F5_LH_4457;seqs=1;size=2;	2	2	2	0	0
centroid=F5_LB_2429;seqs=1;size=1;	1	8	1	1	0
centroid=F1_H_1817;seqs=1;size=1;	1	4	91	1	1
centroid=F5_LH_347;seqs=2;size=3;	3	3	3	0	0
centroid=F6_LB_4218;seqs=3;size=3;	3	3	23	0	1
centroid=F5_LH_4056;seqs=4;size=6;	6	6	6	0	0
centroid=F5_LB_2659;seqs=4;size=5;	5	5	5	0	0
centroid=F5_LB_646;seqs=3;size=3;	3	3	3	0	0
centroid=F6_LB_6628;seqs=14;size=46;	46	46	46	0	0
centroid=F6_LH_9787;seqs=1;size=1;	1	102	1	1	0
centroid=F2_B2_967;seqs=2;size=2;	2	26	2	1	0
centroid=F6_LB_6520;seqs=14;size=37;	37	37	37	0	0
centroid=F4_LH_64;seqs=1;size=1;	1	1	4	0	1
centroid=F5_LH_5257;seqs=1;size=2;	2	2	2	0	0
centroid=F2_H_332;seqs=1;size=1;	1	109	1	1	0
centroid=F6_LB_1066;seqs=2;size=2;	2	40	2	1	0
centroid=F5_LB_1722;seqs=4;size=7;	7	7	7	0	0
centroid=F5_LH_5636;seqs=2;size=2;	2	2	20	0	1
centroid=F5_LH_3;seqs=6;size=6;	6	6	6	0	0
centroid=F5_LH_630;seqs=1;size=1;	1	50	6	1	1
centroid=F6_LB_7295;seqs=16;size=38;	38	38	38	0	0
centroid=F5_LB_3189;seqs=1;size=1;	1	2	10	1	1
centroid=F6_LB_6441;seqs=10;size=34;	34	34	34	0	0
centroid=F6_LH_5125;seqs=2;size=2;	2	81	2	1	0
centroid=F5_LH_4248;seqs=1;size=3;	3	3	3	0	0
centroid=F5_LH_374;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_2930;seqs=8;size=20;	20	20	20	0	0
centroid=F2_B2_799;seqs=1;size=1;	1	186	1	1	0
centroid=F6_LH_7085;seqs=45;size=151;	151	151	151	0	0
centroid=F6_LB_9834;seqs=2;size=2;	2	30	2	1	0
centroid=F1_H_1073;seqs=1;size=1;	1	4	4	1	1
centroid=F4_LB_1191;seqs=1;size=1;	1	99	20	1	1
centroid=F6_LB_5574;seqs=6;size=14;	14	14	14	0	0
centroid=F6_LH_8487;seqs=5;size=5;	5	86	5	1	0
centroid=F1_H_614;seqs=1;size=1;	1	150	1	1	0
centroid=F5_LB_680;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_399;seqs=1;size=1;	1	10	1	1	0
centroid=F5_LB_2142;seqs=4;size=6;	6	6	6	0	0
centroid=F5_LB_1495;seqs=1;size=1;	1	1	1	0	0
centroid=F2_H_70;seqs=6;size=6;	6	12	29	1	1
centroid=F6_LH_7079;seqs=63;size=261;	261	261	261	0	0
centroid=F5_LH_4221;seqs=1;size=1;	1	26	6	1	1
centroid=F6_LB_6396;seqs=8;size=26;	26	26	26	0	0
centroid=F5_LH_4011;seqs=1;size=1;	1	36	1	1	0
centroid=F5_LH_3429;seqs=4;size=6;	6	6	6	0	0
centroid=F5_LH_1204;seqs=1;size=1;	1	6	1	1	0
centroid=F5_LB_2482;seqs=1;size=6;	6	6	6	0	0
centroid=F6_LH_9811;seqs=1;size=1;	1	58	1	1	0
centroid=F5_LH_1826;seqs=2;size=2;	2	2	2	0	0
centroid=F3_H_2615;seqs=1;size=1;	1	61	65	1	1
centroid=F2_H_1196;seqs=3;size=3;	3	86	44	1	1
centroid=F6_LB_6531;seqs=20;size=55;	55	55	55	0	0
centroid=F4_LB_468;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LB_1315;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_1737;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_694;seqs=1;size=1;	1	4	1	1	0
centroid=F4_LB_995;seqs=1;size=1;	1	62	1	1	0
centroid=F5_LH_4175;seqs=5;size=7;	7	7	7	0	0
centroid=F5_LH_5465;seqs=4;size=7;	7	7	7	0	0
centroid=F5_LB_478;seqs=2;size=2;	2	2	18	0	1
centroid=F2_H_80;seqs=1;size=1;	1	69	1	1	0
centroid=F5_LB_1461;seqs=3;size=3;	3	3	3	0	0
centroid=F6_LH_6224;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LH_7123;seqs=36;size=107;	107	107	107	0	0
centroid=F5_LB_2228;seqs=2;size=7;	7	7	7	0	0
centroid=F2_B2_201;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_2078;seqs=2;size=5;	5	5	5	0	0
centroid=F2_B2_1043;seqs=1;size=1;	1	4	10	1	1
centroid=F6_LB_793;seqs=4;size=4;	4	28	34	1	1
centroid=F5_LH_528;seqs=1;size=1;	1	12	1	1	0
centroid=F5_LH_3391;seqs=2;size=2;	2	19	2	1	0
centroid=F5_LH_2266;seqs=1;size=2;	2	2	2	0	0
centroid=F6_LH_8691;seqs=1;size=1;	1	77	1	1	0
centroid=F6_LB_2392;seqs=7;size=7;	7	7	36	0	1
centroid=F6_LH_5717;seqs=11;size=27;	27	27	27	0	0
centroid=F5_LB_109;seqs=2;size=2;	2	2	2	0	0
centroid=F2_B2_1034;seqs=1;size=1;	1	34	3	1	1
centroid=F3_H_2076;seqs=4;size=7;	7	7	7	0	0
centroid=F6_LB_193;seqs=2;size=2;	2	14	2	1	0
centroid=F3_H_1256;seqs=2;size=2;	2	91	2	1	0
centroid=F5_LB_2543;seqs=2;size=5;	5	5	5	0	0
centroid=F1_B1_2356;seqs=59;size=272;	272	272	272	0	0
centroid=F3_B2_253;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_5654;seqs=4;size=7;	7	7	7	0	0
centroid=F2_H_85;seqs=1;size=1;	1	101	1	1	0
centroid=F5_LH_2705;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LH_3094;seqs=5;size=12;	12	12	12	0	0
centroid=F5_LB_1122;seqs=2;size=3;	3	3	3	0	0
centroid=F5_LH_5576;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_5392;seqs=1;size=1;	1	50	1	1	0
centroid=F5_LB_95;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LB_3305;seqs=1;size=1;	1	1	1	0	0
centroid=F2_B2_560;seqs=1;size=1;	1	6	1	1	0
centroid=F4_LB_692;seqs=1;size=1;	1	1	100	0	1
centroid=F2_H_356;seqs=2;size=2;	2	2	34	0	1
centroid=F5_LH_3419;seqs=2;size=3;	3	3	3	0	0
centroid=F5_LH_1445;seqs=2;size=3;	3	3	3	0	0
centroid=F6_LH_7148;seqs=30;size=85;	85	85	85	0	0
centroid=F2_B2_1162;seqs=1;size=1;	1	22	1	1	0
centroid=F5_LB_2320;seqs=1;size=2;	2	2	2	0	0
centroid=F5_LH_429;seqs=4;size=4;	4	6	26	1	1
centroid=F5_LH_4031;seqs=4;size=6;	6	6	6	0	0
centroid=F5_LB_2133;seqs=1;size=2;	2	2	2	0	0
centroid=F5_LH_3032;seqs=5;size=11;	11	11	11	0	0
centroid=F5_LH_5451;seqs=1;size=1;	1	1	1	0	0
centroid=F2_H_990;seqs=2;size=2;	2	78	2	1	0
centroid=F6_LH_6759;seqs=23;size=79;	79	79	79	0	0
centroid=F5_LB_2792;seqs=4;size=4;	4	4	4	0	0
centroid=F6_LB_405;seqs=2;size=2;	2	20	2	1	0
centroid=F6_LB_1806;seqs=1;size=1;	1	9	1	1	0
centroid=F5_LH_4976;seqs=1;size=1;	1	18	5	1	1
centroid=F5_LH_2224;seqs=1;size=1;	1	6	1	1	0
centroid=F5_LH_217;seqs=1;size=1;	1	51	1	1	0
centroid=F5_LB_1536;seqs=1;size=1;	1	1	1	0	0
centroid=F1_B1_1250;seqs=1;size=1;	1	26	1	1	0
centroid=F6_LB_5054;seqs=6;size=6;	6	6	47	0	1
centroid=F6_LB_5951;seqs=1;size=1;	1	48	1	1	0
centroid=F6_LB_8425;seqs=1;size=1;	1	32	20	1	1
centroid=F6_LH_5500;seqs=7;size=13;	13	13	13	0	0
centroid=F2_H_516;seqs=3;size=3;	3	13	40	1	1
centroid=F1_H_427;seqs=2;size=2;	2	3	2	1	0
centroid=F5_LB_2009;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_3894;seqs=3;size=10;	10	10	10	0	0
centroid=F4_LB_1115;seqs=1;size=1;	1	49	1	1	0
centroid=F6_LH_2;seqs=1;size=1;	1	28	1	1	0
centroid=F6_LB_459;seqs=1;size=1;	1	1	46	0	1
centroid=F5_LB_1760;seqs=3;size=6;	6	6	6	0	0
centroid=F6_LB_7225;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_3922;seqs=1;size=2;	2	2	2	0	0
centroid=F6_LB_7073;seqs=6;size=19;	19	19	19	0	0
centroid=F6_LB_286;seqs=5;size=5;	5	47	5	1	0
centroid=F5_LH_4304;seqs=2;size=5;	5	5	5	0	0
centroid=F6_LB_6462;seqs=15;size=47;	47	47	47	0	0
centroid=F4_LB_1054;seqs=1;size=1;	1	1	53	0	1
centroid=F2_B2_205;seqs=1;size=1;	1	7	6	1	1
centroid=F1_B1_1932;seqs=1;size=1;	1	276	54	1	1
centroid=F5_LB_2606;seqs=2;size=3;	3	3	3	0	0
centroid=F5_LH_1537;seqs=1;size=1;	1	11	1	1	0
centroid=F2_H_307;seqs=2;size=2;	2	2	32	0	1
centroid=F5_LH_4673;seqs=1;size=1;	1	3	1	1	0
centroid=F6_LB_3698;seqs=4;size=4;	4	28	4	1	0
centroid=F6_LB_4848;seqs=1;size=1;	1	3	1	1	0
centroid=F5_LB_3160;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_8085;seqs=3;size=3;	3	216	44	1	1
centroid=F5_LH_2729;seqs=1;size=4;	4	4	4	0	0
centroid=F3_H_2057;seqs=1;size=1;	1	5	1	1	0
centroid=F6_LB_174;seqs=1;size=1;	1	1	1	0	0
centroid=F2_H_1073;seqs=1;size=1;	1	2	1	1	0
centroid=F1_H_125;seqs=1;size=1;	1	1	7	0	1
centroid=F5_LB_1308;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_1304;seqs=2;size=5;	5	5	5	0	0
centroid=F6_LB_3595;seqs=2;size=2;	2	26	2	1	0
centroid=F6_LH_5440;seqs=4;size=4;	4	4	103	0	1
centroid=F2_H_1002;seqs=1;size=1;	1	57	1	1	0
centroid=F5_LH_3848;seqs=7;size=26;	26	26	26	0	0
centroid=F6_LB_6443;seqs=17;size=43;	43	43	43	0	0
centroid=F6_LB_5270;seqs=9;size=33;	33	33	33	0	0
centroid=F6_LB_7838;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LH_7309;seqs=1;size=1;	1	20	1	1	0
centroid=F4_LH_528;seqs=13;size=21;	21	21	21	0	0
centroid=F5_LH_3716;seqs=1;size=1;	1	58	1	1	0
centroid=F6_LB_6633;seqs=12;size=32;	32	32	32	0	0
centroid=F5_LH_3981;seqs=2;size=7;	7	7	7	0	0
centroid=F5_LH_5149;seqs=6;size=7;	7	7	7	0	0
centroid=F5_LH_2971;seqs=1;size=1;	1	54	5	1	1
centroid=F6_LB_1025;seqs=3;size=3;	3	3	28	0	1
centroid=F3_H_2486;seqs=2;size=4;	4	4	4	0	0
centroid=F5_LH_3526;seqs=1;size=1;	1	14	1	1	0
centroid=F5_LB_1511;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LH_4190;seqs=1;size=4;	4	4	4	0	0
centroid=F6_LH_6765;seqs=33;size=100;	100	100	100	0	0
centroid=F5_LB_3002;seqs=2;size=3;	3	3	3	0	0
centroid=F6_LB_1129;seqs=2;size=2;	2	2	2	0	0
centroid=F6_LB_543;seqs=3;size=3;	3	3	44	0	1
centroid=F5_LH_4035;seqs=1;size=7;	7	7	7	0	0
centroid=F6_LB_1613;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LH_3984;seqs=1;size=1;	1	3	1	1	0
centroid=F6_LH_8009;seqs=1;size=1;	1	56	1	1	0
centroid=F5_LH_3623;seqs=4;size=10;	10	10	10	0	0
centroid=F5_LH_1655;seqs=1;size=1;	1	2	1	1	0
centroid=F5_LH_4282;seqs=1;size=1;	1	27	1	1	0
centroid=F5_LB_2874;seqs=1;size=3;	3	3	3	0	0
centroid=F6_LH_3298;seqs=1;size=1;	1	1	1	0	0
centroid=F3_H_1940;seqs=25;size=89;	89	89	89	0	0
centroid=F6_LB_5496;seqs=1;size=1;	1	14	1	1	0
centroid=F1_H_1304;seqs=33;size=99;	99	99	99	0	0
centroid=F5_LH_2891;seqs=3;size=5;	5	5	5	0	0
centroid=F5_LB_2743;seqs=1;size=2;	2	2	2	0	0
centroid=F5_LH_3829;seqs=2;size=6;	6	6	6	0	0
centroid=F5_LH_4054;seqs=8;size=9;	9	9	9	0	0
centroid=F1_H_989;seqs=1;size=1;	1	1	93	0	1
centroid=F5_LB_1704;seqs=2;size=2;	2	9	2	1	0
centroid=F3_H_1893;seqs=18;size=37;	37	37	37	0	0
centroid=F6_LH_3348;seqs=2;size=2;	2	45	2	1	0
centroid=F5_LH_3737;seqs=4;size=14;	14	14	14	0	0
centroid=F6_LB_7987;seqs=5;size=10;	10	10	10	0	0
centroid=F6_LB_3081;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LH_5860;seqs=4;size=4;	4	99	4	1	0
centroid=F4_LH_633;seqs=8;size=29;	29	29	29	0	0
centroid=F1_H_1359;seqs=2;size=2;	2	2	114	0	1
centroid=F6_LB_3987;seqs=2;size=2;	2	68	2	1	0
centroid=F6_LH_4892;seqs=1;size=1;	1	26	1	1	0
centroid=F5_LB_2353;seqs=1;size=3;	3	3	3	0	0
centroid=F5_LH_3410;seqs=2;size=2;	2	45	2	1	0
centroid=F1_B1_2729;seqs=2;size=2;	2	243	2	1	0
centroid=F5_LH_593;seqs=1;size=1;	1	7	1	1	0
centroid=F5_LH_4524;seqs=5;size=5;	5	5	5	0	0
centroid=F5_LB_677;seqs=1;size=1;	1	1	1	0	0
centroid=F2_B2_683;seqs=1;size=1;	1	8	4	1	1
centroid=F5_LB_3139;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_640;seqs=2;size=4;	4	4	4	0	0
centroid=F5_LH_696;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_3909;seqs=4;size=16;	16	16	16	0	0
centroid=F6_LB_5219;seqs=5;size=6;	6	44	25	1	1
centroid=F5_LH_3160;seqs=1;size=1;	1	13	1	1	0
centroid=F6_LB_5100;seqs=6;size=12;	12	12	12	0	0
centroid=F3_H_2796;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LH_5403;seqs=3;size=3;	3	46	3	1	0
centroid=F6_LB_3212;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_207;seqs=1;size=1;	1	17	11	1	1
centroid=F3_H_1819;seqs=6;size=13;	13	13	13	0	0
centroid=F1_B1_2249;seqs=6;size=13;	13	13	13	0	0
centroid=F4_LB_859;seqs=4;size=16;	16	16	16	0	0
centroid=F6_LB_1686;seqs=1;size=1;	1	21	1	1	0
centroid=F6_LB_8464;seqs=3;size=3;	3	23	3	1	0
centroid=F2_H_501;seqs=5;size=5;	5	129	5	1	0
centroid=F2_H_58;seqs=2;size=2;	2	59	2	1	0
centroid=F6_LB_4763;seqs=1;size=1;	1	1	1	0	0
centroid=F2_B2_615;seqs=1;size=1;	1	38	4	1	1
centroid=F5_LH_1041;seqs=2;size=2;	2	2	5	0	1
centroid=F6_LH_7193;seqs=33;size=120;	120	120	120	0	0
centroid=F5_LB_2651;seqs=1;size=1;	1	1	1	0	0
centroid=F2_H_803;seqs=5;size=5;	5	84	5	1	0
centroid=F5_LH_4073;seqs=6;size=14;	14	14	14	0	0
centroid=F4_LB_817;seqs=6;size=26;	26	26	26	0	0
centroid=F5_LB_3196;seqs=1;size=1;	1	1	1	0	0
centroid=F4_LH_893;seqs=4;size=4;	4	4	4	0	0
centroid=F5_LH_3469;seqs=3;size=3;	3	15	8	1	1
centroid=F6_LB_5596;seqs=1;size=1;	1	9	1	1	0
centroid=F6_LB_3594;seqs=2;size=2;	2	37	2	1	0
centroid=F2_H_630;seqs=2;size=2;	2	50	2	1	0
centroid=F6_LH_7073;seqs=19;size=62;	62	62	62	0	0
centroid=F4_LB_1001;seqs=2;size=2;	2	2	2	0	0
centroid=F1_H_899;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_1807;seqs=2;size=2;	2	2	2	0	0
centroid=F6_LH_4675;seqs=9;size=9;	9	107	9	1	0
centroid=F6_LB_9280;seqs=2;size=2;	2	2	18	0	1
centroid=F5_LH_2192;seqs=2;size=2;	2	216	2	1	0
centroid=F6_LH_329;seqs=3;size=3;	3	3	3	0	0
centroid=F5_LH_5634;seqs=4;size=5;	5	5	5	0	0
centroid=F5_LB_2986;seqs=2;size=2;	2	2	2	0	0
centroid=F6_LB_4967;seqs=3;size=3;	3	27	3	1	0
centroid=F5_LH_4294;seqs=4;size=5;	5	5	5	0	0
centroid=F5_LH_435;seqs=1;size=1;	1	4	1	1	0
centroid=F5_LH_167;seqs=1;size=2;	2	2	2	0	0
centroid=F5_LB_2205;seqs=1;size=1;	1	1	1	0	0
centroid=F1_B1_1029;seqs=1;size=1;	1	1	1	0	0
centroid=F2_H_330;seqs=2;size=2;	2	160	2	1	0
centroid=F5_LH_2182;seqs=6;size=7;	7	7	7	0	0
centroid=F5_LH_5435;seqs=6;size=6;	6	6	6	0	0
centroid=F5_LH_2479;seqs=4;size=5;	5	5	5	0	0
centroid=F5_LB_612;seqs=4;size=4;	4	4	4	0	0
centroid=F5_LH_588;seqs=1;size=1;	1	1	4	0	1
centroid=F6_LB_4283;seqs=2;size=2;	2	19	2	1	0
centroid=F4_LB_1227;seqs=1;size=1;	1	40	26	1	1
centroid=F6_LB_6739;seqs=15;size=39;	39	39	39	0	0
centroid=F5_LH_4229;seqs=8;size=19;	19	19	19	0	0
centroid=F4_LH_188;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_3367;seqs=3;size=4;	4	4	4	0	0
centroid=F4_LB_809;seqs=12;size=29;	29	29	29	0	0
centroid=F5_LH_3924;seqs=1;size=2;	2	2	2	0	0
centroid=F3_H_2634;seqs=1;size=1;	1	48	1	1	0
centroid=F5_LH_3082;seqs=3;size=11;	11	11	11	0	0
centroid=F5_LH_3637;seqs=2;size=4;	4	4	4	0	0
centroid=F2_B2_448;seqs=1;size=1;	1	8	1	1	0
centroid=F6_LB_6062;seqs=1;size=1;	1	16	1	1	0
centroid=F5_LH_4578;seqs=2;size=4;	4	4	4	0	0
centroid=F5_LH_2276;seqs=1;size=1;	1	29	1	1	0
centroid=F6_LH_9589;seqs=2;size=2;	2	2	86	0	1
centroid=F6_LH_9505;seqs=1;size=1;	1	75	1	1	0
centroid=F6_LB_5709;seqs=1;size=1;	1	50	1	1	0
centroid=F2_H_1094;seqs=1;size=1;	1	62	32	1	1
centroid=F5_LH_2228;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_3170;seqs=1;size=1;	1	29	26	1	1
centroid=F5_LB_1841;seqs=3;size=6;	6	6	6	0	0
centroid=F5_LH_4105;seqs=10;size=21;	21	21	21	0	0
