Cluster_name	Count	Max with r1	Max with_r2	Recombinant1	Recombinant2
centroid=F2_B2_272;seqs=1;size=1;	1	36	2	1	1
centroid=F2_H_162;seqs=1;size=1;	1	157	1	1	0
centroid=F5_LH_5694;seqs=2;size=2;	2	48	2	1	0
centroid=F6_LB_7261;seqs=1;size=1;	1	18	1	1	0
centroid=F5_LB_988;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_3493;seqs=2;size=3;	3	3	3	0	0
centroid=F5_LB_1522;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_2827;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LB_369;seqs=1;size=1;	1	5	1	1	0
centroid=F6_LH_5068;seqs=1;size=1;	1	115	1	1	0
centroid=F2_H_1042;seqs=5;size=5;	5	20	5	1	0
centroid=F5_LH_5059;seqs=1;size=4;	4	4	5	0	1
centroid=F5_LH_2803;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_3208;seqs=4;size=6;	6	6	6	0	0
centroid=F6_LB_8264;seqs=1;size=1;	1	13	1	1	0
centroid=F6_LB_9057;seqs=1;size=1;	1	5	1	1	0
centroid=F2_H_720;seqs=8;size=8;	8	98	8	1	0
centroid=F6_LH_7657;seqs=12;size=26;	26	26	26	0	0
centroid=F1_H_1653;seqs=1;size=1;	1	4	1	1	0
centroid=F5_LB_2575;seqs=3;size=5;	5	5	5	0	0
centroid=F5_LB_2849;seqs=6;size=12;	12	12	12	0	0
centroid=F5_LH_1032;seqs=2;size=2;	2	26	2	1	0
centroid=F3_H_2082;seqs=1;size=5;	5	5	5	0	0
centroid=F5_LH_3251;seqs=5;size=10;	10	10	10	0	0
centroid=F5_LH_2047;seqs=1;size=1;	1	1	6	0	1
centroid=F5_LB_983;seqs=1;size=1;	1	1	1	0	0
centroid=F2_B2_1016;seqs=1;size=1;	1	39	1	1	0
centroid=F5_LH_305;seqs=5;size=5;	5	5	5	0	0
centroid=F1_H_206;seqs=1;size=1;	1	7	261	1	1
centroid=F6_LH_7213;seqs=37;size=71;	71	71	71	0	0
centroid=F6_LB_5473;seqs=5;size=10;	10	10	10	0	0
centroid=F6_LB_5236;seqs=21;size=66;	66	66	66	0	0
centroid=F6_LH_6993;seqs=26;size=80;	80	80	80	0	0
centroid=F1_H_751;seqs=1;size=1;	1	31	99	1	1
centroid=F5_LB_2402;seqs=1;size=2;	2	2	2	0	0
centroid=F6_LH_9498;seqs=3;size=3;	3	3	95	0	1
centroid=F5_LB_567;seqs=1;size=1;	1	1	2	0	1
centroid=F2_H_715;seqs=5;size=5;	5	78	89	1	1
centroid=F1_H_558;seqs=1;size=1;	1	3	1	1	0
centroid=F5_LH_2528;seqs=2;size=3;	3	3	3	0	0
centroid=F2_H_757;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LB_3105;seqs=1;size=1;	1	2	3	1	1
centroid=F6_LB_6259;seqs=6;size=11;	11	11	11	0	0
centroid=F5_LB_1975;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LH_3786;seqs=9;size=28;	28	28	28	0	0
centroid=F2_H_889;seqs=1;size=1;	1	120	155	1	1
centroid=F2_H_397;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_4826;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LH_5169;seqs=8;size=8;	8	8	125	0	1
centroid=F5_LB_439;seqs=2;size=2;	2	2	2	0	0
centroid=F6_LB_5304;seqs=4;size=4;	4	4	33	0	1
centroid=F5_LB_1027;seqs=2;size=2;	2	2	2	0	0
centroid=F6_LH_5751;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_1133;seqs=2;size=2;	2	2	2	0	0
centroid=F1_H_274;seqs=1;size=1;	1	1	41	0	1
centroid=F6_LH_635;seqs=2;size=2;	2	109	2	1	0
centroid=F5_LB_2155;seqs=3;size=8;	8	8	8	0	0
centroid=F5_LH_2015;seqs=1;size=1;	1	1	1	0	0
centroid=F2_H_116;seqs=1;size=1;	1	13	1	1	0
centroid=F5_LH_3560;seqs=2;size=4;	4	4	4	0	0
centroid=F5_LH_5426;seqs=3;size=5;	5	5	5	0	0
centroid=F5_LB_1437;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_1756;seqs=1;size=2;	2	2	2	0	0
centroid=F5_LH_3389;seqs=2;size=3;	3	3	3	0	0
centroid=F6_LB_3480;seqs=2;size=2;	2	41	2	1	0
centroid=F2_H_544;seqs=1;size=1;	1	77	1	1	0
centroid=F2_B2_39;seqs=1;size=1;	1	7	1	1	0
centroid=F5_LH_4016;seqs=1;size=1;	1	15	1	1	0
centroid=F5_LH_3733;seqs=2;size=2;	2	2	6	0	1
centroid=F5_LH_3612;seqs=3;size=5;	5	5	5	0	0
centroid=F5_LB_2876;seqs=4;size=7;	7	7	7	0	0
centroid=F5_LH_4730;seqs=2;size=3;	3	3	3	0	0
centroid=F5_LB_1938;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LH_5356;seqs=4;size=4;	4	34	4	1	0
centroid=F5_LB_2338;seqs=3;size=8;	8	8	8	0	0
centroid=F5_LH_5781;seqs=3;size=6;	6	6	6	0	0
centroid=F5_LH_274;seqs=1;size=1;	1	1	7	0	1
centroid=F1_B1_2537;seqs=1;size=2;	2	2	2	0	0
centroid=F6_LB_83;seqs=1;size=1;	1	6	1	1	0
centroid=F3_H_2385;seqs=1;size=1;	1	1	1	0	0
centroid=F1_H_1868;seqs=1;size=1;	1	1	100	0	1
centroid=F5_LH_1958;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_4600;seqs=6;size=6;	6	6	6	0	0
centroid=F5_LB_436;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_5067;seqs=7;size=16;	16	16	16	0	0
centroid=F6_LB_6692;seqs=21;size=40;	40	40	40	0	0
centroid=F1_H_492;seqs=1;size=1;	1	1	36	0	1
centroid=F5_LB_2617;seqs=7;size=10;	10	10	10	0	0
centroid=F5_LB_2694;seqs=3;size=3;	3	3	3	0	0
centroid=F6_LB_7312;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_738;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_7732;seqs=3;size=3;	3	44	30	1	1
centroid=F6_LB_3363;seqs=1;size=1;	1	11	1	1	0
centroid=F4_LB_778;seqs=1;size=1;	1	26	1	1	0
centroid=F2_H_509;seqs=4;size=4;	4	107	4	1	0
centroid=F5_LH_748;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_7125;seqs=13;size=21;	21	21	21	0	0
centroid=F2_H_1118;seqs=3;size=3;	3	17	3	1	0
centroid=F2_B2_1109;seqs=1;size=1;	1	6	1	1	0
centroid=F5_LH_4570;seqs=2;size=2;	2	2	2	0	0
centroid=F2_B2_106;seqs=1;size=1;	1	23	7	1	1
centroid=F5_LB_1616;seqs=1;size=1;	1	4	8	1	1
centroid=F5_LH_2833;seqs=1;size=1;	1	1	1	0	0
centroid=F2_H_184;seqs=1;size=1;	1	26	37	1	1
centroid=F2_H_417;seqs=1;size=1;	1	78	10	1	1
centroid=F6_LB_7750;seqs=1;size=1;	1	17	1	1	0
centroid=F5_LH_3470;seqs=4;size=7;	7	7	7	0	0
centroid=F5_LH_3411;seqs=4;size=5;	5	5	5	0	0
centroid=F2_H_374;seqs=4;size=4;	4	103	52	1	1
centroid=F6_LB_7084;seqs=6;size=22;	22	22	22	0	0
centroid=F1_H_1698;seqs=1;size=1;	1	6	77	1	1
centroid=F6_LH_85;seqs=1;size=1;	1	1	60	0	1
centroid=F3_B2_110;seqs=1;size=1;	1	53	1	1	0
centroid=F6_LH_1184;seqs=6;size=6;	6	6	78	0	1
centroid=F2_H_882;seqs=1;size=1;	1	48	1	1	0
centroid=F4_LB_33;seqs=1;size=1;	1	1	29	0	1
centroid=F6_LB_2759;seqs=3;size=3;	3	6	5	1	1
centroid=F5_LB_1810;seqs=1;size=1;	1	1	1	0	0
centroid=F3_H_1918;seqs=28;size=146;	146	146	146	0	0
centroid=F5_LH_3995;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_8094;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_916;seqs=1;size=1;	1	1	1	0	0
centroid=F2_H_862;seqs=4;size=4;	4	71	15	1	1
centroid=F6_LB_9335;seqs=1;size=1;	1	27	1	1	0
centroid=F6_LH_9316;seqs=1;size=1;	1	45	88	1	1
centroid=F5_LH_4252;seqs=1;size=1;	1	2	12	1	1
centroid=F6_LH_7104;seqs=21;size=34;	34	34	34	0	0
centroid=F5_LB_3221;seqs=3;size=5;	5	5	5	0	0
centroid=F5_LH_3713;seqs=6;size=9;	9	9	9	0	0
centroid=F5_LB_2941;seqs=2;size=3;	3	3	3	0	0
centroid=F6_LH_10439;seqs=1;size=1;	1	49	27	1	1
centroid=F5_LB_2420;seqs=6;size=10;	10	10	10	0	0
centroid=F2_B2_254;seqs=1;size=1;	1	1	1	0	0
centroid=F2_B2_9;seqs=1;size=1;	1	7	1	1	0
centroid=F5_LB_2330;seqs=3;size=7;	7	7	7	0	0
centroid=F5_LB_2369;seqs=2;size=3;	3	3	3	0	0
centroid=F5_LH_2794;seqs=1;size=1;	1	5	1	1	0
centroid=F5_LB_1179;seqs=1;size=1;	1	10	2	1	1
centroid=F5_LH_2370;seqs=3;size=3;	3	8	3	1	0
centroid=F6_LB_8280;seqs=1;size=1;	1	3	1	1	0
centroid=F6_LH_6949;seqs=18;size=60;	60	60	60	0	0
centroid=F1_B1_2378;seqs=2;size=8;	8	8	8	0	0
centroid=F4_LH_622;seqs=1;size=1;	1	1	78	0	1
centroid=F5_LB_758;seqs=1;size=1;	1	1	3	0	1
centroid=F6_LH_130;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LH_7083;seqs=11;size=41;	41	41	41	0	0
centroid=F2_B2_697;seqs=1;size=1;	1	186	1	1	0
centroid=F5_LB_3022;seqs=1;size=1;	1	1	1	0	0
centroid=F2_B2_191;seqs=1;size=1;	1	50	4	1	1
centroid=F5_LB_1877;seqs=4;size=5;	5	5	5	0	0
centroid=F5_LB_1927;seqs=1;size=1;	1	2	1	1	0
centroid=F5_LH_3959;seqs=4;size=11;	11	11	11	0	0
centroid=F6_LH_6981;seqs=25;size=77;	77	77	77	0	0
centroid=F5_LH_3563;seqs=1;size=1;	1	14	1	1	0
centroid=F5_LH_945;seqs=1;size=1;	1	6	1	1	0
centroid=F5_LH_147;seqs=1;size=1;	1	11	1	1	0
centroid=F4_LB_650;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_5386;seqs=1;size=1;	1	3	1	1	0
centroid=F6_LB_4972;seqs=1;size=1;	1	14	1	1	0
centroid=F6_LH_2101;seqs=14;size=15;	15	77	151	1	1
centroid=F2_H_64;seqs=7;size=7;	7	7	7	0	0
centroid=F2_H_754;seqs=3;size=3;	3	59	3	1	0
centroid=F5_LH_540;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LB_1541;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_2260;seqs=4;size=6;	6	6	6	0	0
centroid=F5_LH_594;seqs=1;size=1;	1	4	1	1	0
centroid=F6_LH_2386;seqs=1;size=1;	1	1	1	0	0
centroid=F2_H_601;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_2242;seqs=3;size=4;	4	4	4	0	0
centroid=F6_LB_3453;seqs=2;size=2;	2	2	30	0	1
centroid=F1_H_1300;seqs=1;size=1;	1	6	1	1	0
centroid=F5_LH_3701;seqs=5;size=7;	7	7	7	0	0
centroid=F5_LH_5067;seqs=4;size=6;	6	6	6	0	0
centroid=F2_H_13;seqs=1;size=1;	1	27	1	1	0
centroid=F6_LH_553;seqs=1;size=1;	1	77	1	1	0
centroid=F5_LH_1353;seqs=4;size=4;	4	4	4	0	0
centroid=F4_LH_19;seqs=1;size=1;	1	38	43	1	1
centroid=F5_LB_2315;seqs=1;size=4;	4	4	4	0	0
centroid=F1_H_651;seqs=1;size=1;	1	2	1	1	0
centroid=F5_LH_1421;seqs=1;size=1;	1	14	24	1	1
centroid=F5_LH_2881;seqs=1;size=1;	1	42	1	1	0
centroid=F5_LB_75;seqs=1;size=1;	1	6	1	1	0
centroid=F6_LB_5888;seqs=1;size=1;	1	4	1	1	0
centroid=F5_LH_3963;seqs=1;size=3;	3	3	3	0	0
centroid=F5_LH_3669;seqs=9;size=22;	22	22	22	0	0
centroid=F6_LH_8139;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_3875;seqs=1;size=1;	1	8	1	1	0
centroid=F4_LH_615;seqs=9;size=51;	51	51	51	0	0
centroid=F2_H_1129;seqs=3;size=3;	3	52	3	1	0
centroid=F5_LB_2211;seqs=9;size=15;	15	15	15	0	0
centroid=F4_LB_923;seqs=11;size=29;	29	29	29	0	0
centroid=F6_LB_6604;seqs=18;size=40;	40	40	40	0	0
centroid=F5_LH_3775;seqs=3;size=3;	3	3	3	0	0
centroid=F5_LH_798;seqs=2;size=3;	3	3	3	0	0
centroid=F6_LB_8173;seqs=2;size=2;	2	2	20	0	1
centroid=F6_LH_2086;seqs=1;size=1;	1	36	13	1	1
centroid=F5_LB_314;seqs=1;size=1;	1	3	1	1	0
centroid=F5_LH_3594;seqs=2;size=5;	5	5	5	0	0
centroid=F2_B2_670;seqs=1;size=1;	1	10	1	1	0
centroid=F2_H_38;seqs=1;size=1;	1	33	1	1	0
centroid=F2_B2_720;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_2148;seqs=1;size=1;	1	10	1	1	0
centroid=F5_LB_2825;seqs=1;size=1;	1	8	1	1	0
centroid=F6_LB_6264;seqs=23;size=49;	49	49	49	0	0
centroid=F2_H_140;seqs=2;size=2;	2	13	2	1	0
centroid=F2_B2_60;seqs=1;size=1;	1	5	1	1	0
centroid=F5_LB_2865;seqs=2;size=4;	4	4	4	0	0
centroid=F5_LH_3937;seqs=3;size=5;	5	5	5	0	0
centroid=F6_LH_4722;seqs=11;size=11;	11	125	81	1	1
centroid=F5_LB_2496;seqs=2;size=4;	4	4	4	0	0
centroid=F5_LH_4034;seqs=1;size=1;	1	4	1	1	0
centroid=F2_B2_440;seqs=1;size=1;	1	55	5	1	1
centroid=F5_LB_747;seqs=5;size=5;	5	5	5	0	0
centroid=F4_LB_1152;seqs=1;size=1;	1	1	1	0	0
centroid=F2_H_1152;seqs=5;size=5;	5	99	5	1	0
centroid=F1_B1_3306;seqs=1;size=1;	1	272	137	1	1
centroid=F5_LB_3;seqs=2;size=2;	2	4	2	1	0
centroid=F4_LB_834;seqs=17;size=36;	36	36	36	0	0
centroid=F5_LH_4296;seqs=4;size=6;	6	6	6	0	0
centroid=F2_B2_542;seqs=1;size=1;	1	1	1	0	0
centroid=F2_H_59;seqs=6;size=6;	6	78	6	1	0
centroid=F5_LH_3338;seqs=1;size=6;	6	6	6	0	0
centroid=F5_LH_2478;seqs=1;size=1;	1	15	1	1	0
centroid=F5_LH_5142;seqs=2;size=4;	4	4	4	0	0
centroid=F6_LB_4474;seqs=1;size=1;	1	40	1	1	0
centroid=F5_LB_788;seqs=1;size=1;	1	3	1	1	0
centroid=F6_LH_4321;seqs=1;size=1;	1	157	1	1	0
centroid=F5_LH_3759;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_2815;seqs=1;size=2;	2	2	2	0	0
centroid=F2_H_816;seqs=1;size=1;	1	25	1	1	0
centroid=F4_LH_626;seqs=18;size=78;	78	78	78	0	0
centroid=F5_LH_2294;seqs=3;size=4;	4	4	4	0	0
centroid=F6_LH_3420;seqs=1;size=1;	1	1	1	0	0
centroid=F2_H_946;seqs=4;size=4;	4	129	19	1	1
centroid=F6_LH_3483;seqs=5;size=5;	5	73	5	1	0
centroid=F5_LB_1915;seqs=2;size=3;	3	3	3	0	0
centroid=F5_LB_2972;seqs=2;size=2;	2	2	2	0	0
centroid=F4_LB_283;seqs=3;size=3;	3	21	3	1	0
centroid=F4_LB_720;seqs=3;size=3;	3	62	43	1	1
centroid=F6_LB_1295;seqs=1;size=1;	1	12	18	1	1
centroid=F5_LH_5478;seqs=1;size=1;	1	5	8	1	1
centroid=F5_LH_3589;seqs=5;size=12;	12	12	12	0	0
centroid=F5_LH_3913;seqs=3;size=6;	6	6	6	0	0
centroid=F5_LB_460;seqs=3;size=4;	4	4	4	0	0
centroid=F5_LB_2005;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LH_42;seqs=6;size=6;	6	101	6	1	0
centroid=F6_LB_6612;seqs=55;size=216;	216	216	216	0	0
centroid=F1_H_1812;seqs=1;size=1;	1	2	55	1	1
centroid=F5_LH_5323;seqs=9;size=20;	20	20	20	0	0
centroid=F2_H_73;seqs=1;size=1;	1	26	35	1	1
centroid=F6_LB_6649;seqs=14;size=44;	44	44	44	0	0
centroid=F6_LB_4383;seqs=7;size=7;	7	28	44	1	1
centroid=F6_LB_9745;seqs=1;size=1;	1	40	1	1	0
centroid=F5_LH_2062;seqs=1;size=1;	1	1	1	0	0
centroid=F1_B1_3432;seqs=3;size=6;	6	6	6	0	0
centroid=F1_B1_2521;seqs=1;size=1;	1	51	1	1	0
centroid=F3_H_1746;seqs=5;size=6;	6	90	6	1	0
centroid=F6_LB_7287;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LH_8957;seqs=1;size=1;	1	71	1	1	0
centroid=F5_LH_5518;seqs=1;size=1;	1	17	5	1	1
centroid=F5_LH_3437;seqs=2;size=7;	7	7	7	0	0
centroid=F5_LH_3209;seqs=2;size=3;	3	3	3	0	0
centroid=F5_LH_3846;seqs=11;size=22;	22	22	22	0	0
centroid=F2_B2_605;seqs=1;size=1;	1	13	8	1	1
centroid=F3_B2_176;seqs=2;size=2;	2	29	2	1	0
centroid=F2_H_1181;seqs=3;size=3;	3	4	60	1	1
centroid=F6_LB_6591;seqs=2;size=5;	5	5	5	0	0
centroid=F5_LH_384;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LH_1933;seqs=1;size=1;	1	107	1	1	0
centroid=F6_LB_581;seqs=6;size=6;	6	30	6	1	0
centroid=F5_LB_1145;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_2928;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_4289;seqs=2;size=2;	2	2	2	0	0
centroid=F6_LB_5259;seqs=1;size=1;	1	17	1	1	0
centroid=F6_LH_8655;seqs=1;size=1;	1	77	1	1	0
centroid=F5_LH_2405;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LB_5582;seqs=2;size=2;	2	2	66	0	1
centroid=F1_B1_2345;seqs=17;size=54;	54	54	54	0	0
centroid=F5_LH_602;seqs=1;size=1;	1	49	8	1	1
centroid=F5_LB_2068;seqs=2;size=8;	8	8	8	0	0
centroid=F5_LH_5309;seqs=7;size=10;	10	10	10	0	0
centroid=F2_H_623;seqs=5;size=5;	5	157	5	1	0
centroid=F5_LH_5434;seqs=2;size=2;	2	31	2	1	0
centroid=F2_H_245;seqs=4;size=4;	4	77	4	1	0
centroid=F5_LH_3726;seqs=2;size=16;	16	16	16	0	0
centroid=F6_LB_4221;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LH_7455;seqs=14;size=32;	32	32	32	0	0
centroid=F5_LH_5543;seqs=2;size=2;	2	2	2	0	0
centroid=F6_LB_6245;seqs=1;size=1;	1	6	1	1	0
centroid=F5_LH_2033;seqs=3;size=3;	3	3	3	0	0
centroid=F5_LB_3285;seqs=1;size=2;	2	2	2	0	0
centroid=F5_LB_2195;seqs=1;size=9;	9	9	9	0	0
centroid=F6_LB_7046;seqs=3;size=5;	5	5	5	0	0
centroid=F5_LH_3793;seqs=7;size=14;	14	14	14	0	0
centroid=F5_LB_2442;seqs=1;size=1;	1	10	1	1	0
centroid=F5_LB_1872;seqs=1;size=3;	3	3	3	0	0
centroid=F2_B2_202;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LH_7128;seqs=4;size=5;	5	58	5	1	0
centroid=F5_LH_3098;seqs=5;size=11;	11	11	11	0	0
centroid=F5_LB_3254;seqs=1;size=3;	3	3	3	0	0
centroid=F6_LB_7217;seqs=11;size=25;	25	25	25	0	0
centroid=F3_H_1922;seqs=30;size=102;	102	102	102	0	0
centroid=F2_H_77;seqs=3;size=3;	3	49	3	1	0
centroid=F2_H_342;seqs=7;size=7;	7	86	7	1	0
centroid=F5_LB_1808;seqs=4;size=4;	4	4	4	0	0
centroid=F3_H_1582;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_1499;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LH_154;seqs=1;size=1;	1	31	1	1	0
centroid=F2_B2_936;seqs=2;size=2;	2	2	2	0	0
centroid=F6_LB_6494;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_222;seqs=2;size=2;	2	2	2	0	0
centroid=F5_LB_1680;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LB_1974;seqs=1;size=1;	1	3	6	1	1
centroid=F2_H_504;seqs=1;size=1;	1	34	1	1	0
centroid=F6_LH_1993;seqs=1;size=1;	1	35	1	1	0
centroid=F5_LB_2163;seqs=5;size=12;	12	12	12	0	0
centroid=F5_LH_5556;seqs=5;size=8;	8	8	8	0	0
centroid=F6_LH_3774;seqs=4;size=4;	4	107	4	1	0
centroid=F6_LH_7687;seqs=4;size=5;	5	38	84	1	1
centroid=F1_H_1537;seqs=1;size=1;	1	3	17	1	1
centroid=F6_LB_4516;seqs=1;size=1;	1	21	1	1	0
centroid=F6_LB_6901;seqs=9;size=23;	23	23	23	0	0
centroid=F6_LH_5312;seqs=8;size=9;	9	48	160	1	1
centroid=F2_H_1171;seqs=1;size=1;	1	1	40	0	1
centroid=F4_LH_533;seqs=9;size=18;	18	18	18	0	0
centroid=F5_LH_3019;seqs=2;size=6;	6	6	6	0	0
centroid=F6_LB_8778;seqs=4;size=8;	8	8	8	0	0
centroid=F5_LH_5458;seqs=8;size=12;	12	12	12	0	0
centroid=F4_LB_262;seqs=2;size=2;	2	26	2	1	0
centroid=F6_LB_5160;seqs=4;size=4;	4	40	4	1	0
centroid=F2_H_128;seqs=3;size=3;	3	43	3	1	0
centroid=F5_LH_656;seqs=4;size=5;	5	5	5	0	0
centroid=F5_LB_2261;seqs=3;size=10;	10	10	10	0	0
centroid=F5_LH_3807;seqs=1;size=1;	1	39	1	1	0
centroid=F6_LB_197;seqs=1;size=1;	1	4	1	1	0
centroid=F5_LB_1421;seqs=2;size=2;	2	2	2	0	0
centroid=F2_B2_685;seqs=1;size=1;	1	4	3	1	1
centroid=F6_LB_8354;seqs=1;size=1;	1	48	1	1	0
centroid=F5_LH_285;seqs=1;size=1;	1	1	1	0	0
centroid=F3_H_1936;seqs=3;size=22;	22	22	22	0	0
centroid=F1_B1_1282;seqs=2;size=2;	2	273	2	1	0
centroid=F3_H_1970;seqs=14;size=57;	57	57	57	0	0
centroid=F6_LH_2365;seqs=7;size=7;	7	114	7	1	0
centroid=F5_LB_2156;seqs=4;size=6;	6	6	6	0	0
centroid=F5_LH_3018;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LH_8466;seqs=5;size=5;	5	84	5	1	0
centroid=F6_LH_6856;seqs=16;size=34;	34	34	34	0	0
centroid=F5_LH_1704;seqs=2;size=2;	2	2	2	0	0
centroid=F1_H_524;seqs=1;size=1;	1	2	71	1	1
centroid=F6_LB_8774;seqs=2;size=6;	6	6	6	0	0
centroid=F5_LB_2309;seqs=2;size=6;	6	6	6	0	0
centroid=F5_LB_782;seqs=1;size=2;	2	2	2	0	0
centroid=F5_LH_3571;seqs=2;size=4;	4	4	4	0	0
centroid=F5_LB_1149;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_3659;seqs=2;size=3;	3	3	3	0	0
centroid=F6_LH_7544;seqs=31;size=86;	86	86	86	0	0
centroid=F5_LB_2177;seqs=2;size=5;	5	5	5	0	0
centroid=F6_LB_6225;seqs=10;size=23;	23	23	23	0	0
centroid=F6_LB_8779;seqs=2;size=2;	2	2	52	0	1
centroid=F5_LH_3304;seqs=3;size=3;	3	27	18	1	1
centroid=F5_LH_2407;seqs=3;size=3;	3	3	3	0	0
centroid=F5_LH_3103;seqs=7;size=15;	15	15	15	0	0
centroid=F5_LH_645;seqs=1;size=1;	1	19	1	1	0
centroid=F6_LH_6691;seqs=21;size=39;	39	39	39	0	0
centroid=F6_LB_6792;seqs=7;size=8;	8	8	8	0	0
centroid=F5_LH_12;seqs=1;size=1;	1	28	1	1	0
centroid=F6_LB_7115;seqs=12;size=26;	26	26	26	0	0
centroid=F5_LB_722;seqs=2;size=2;	2	2	2	0	0
centroid=F2_H_120;seqs=2;size=2;	2	84	2	1	0
centroid=F5_LH_3619;seqs=3;size=9;	9	9	9	0	0
centroid=F5_LB_2359;seqs=2;size=3;	3	3	3	0	0
centroid=F6_LB_446;seqs=3;size=3;	3	27	3	1	0
centroid=F5_LH_5797;seqs=1;size=1;	1	16	1	1	0
centroid=F4_LB_643;seqs=1;size=1;	1	36	15	1	1
centroid=F6_LB_9551;seqs=5;size=8;	8	8	8	0	0
centroid=F3_H_630;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_769;seqs=1;size=1;	1	2	3	1	1
centroid=F4_LH_561;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_2645;seqs=3;size=3;	3	15	3	1	0
centroid=F6_LB_2472;seqs=5;size=5;	5	8	49	1	1
centroid=F5_LH_3917;seqs=1;size=1;	1	58	6	1	1
centroid=F3_H_1751;seqs=1;size=1;	1	167	91	1	1
centroid=F1_H_182;seqs=2;size=2;	2	88	2	1	0
centroid=F5_LB_1894;seqs=1;size=1;	1	1	1	0	0
centroid=F2_H_992;seqs=1;size=1;	1	5	17	1	1
centroid=F2_B2_92;seqs=1;size=1;	1	2	4	1	1
centroid=F5_LB_1491;seqs=1;size=2;	2	2	2	0	0
centroid=F5_LH_1385;seqs=4;size=8;	8	8	8	0	0
centroid=F1_B1_3371;seqs=4;size=8;	8	8	8	0	0
centroid=F5_LH_4314;seqs=1;size=1;	1	1	1	0	0
centroid=F6_LH_7518;seqs=2;size=2;	2	176	2	1	0
centroid=F5_LB_2181;seqs=4;size=9;	9	9	9	0	0
centroid=F5_LH_5583;seqs=2;size=2;	2	15	2	1	0
centroid=F5_LH_5374;seqs=1;size=1;	1	1	24	0	1
centroid=F5_LH_2554;seqs=3;size=3;	3	3	3	0	0
centroid=F5_LB_2501;seqs=3;size=5;	5	5	5	0	0
centroid=F3_H_733;seqs=1;size=1;	1	1	92	0	1
centroid=F5_LH_2963;seqs=1;size=1;	1	6	1	1	0
centroid=F6_LH_6743;seqs=23;size=50;	50	50	50	0	0
centroid=F5_LH_3893;seqs=1;size=1;	1	2	1	1	0
centroid=F6_LB_1871;seqs=1;size=1;	1	6	1	1	0
centroid=F6_LB_7647;seqs=4;size=4;	4	4	44	0	1
centroid=F6_LH_7039;seqs=17;size=55;	55	55	55	0	0
centroid=F3_H_2749;seqs=1;size=1;	1	1	1	0	0
centroid=F5_LH_3769;seqs=1;size=1;	1	11	16	1	1
centroid=F5_LB_2423;seqs=4;size=10;	10	10	10	0	0
centroid=F5_LH_5702;seqs=1;size=2;	2	2	2	0	0
centroid=F4_LH_504;seqs=1;size=1;	1	21	3	1	1
centroid=F4_LB_209;seqs=5;size=5;	5	40	5	1	0
centroid=F6_LH_309;seqs=2;size=2;	2	2	2	0	0
centroid=F6_LB_393;seqs=3;size=4;	4	4	4	0	0
centroid=F2_H_47;seqs=2;size=2;	2	65	2	1	0
centroid=F5_LH_4218;seqs=2;size=5;	5	5	5	0	0
centroid=F6_LB_9511;seqs=3;size=3;	3	3	3	0	0
centroid=F5_LH_3693;seqs=1;size=5;	5	5	5	0	0
centroid=F5_LH_3734;seqs=2;size=5;	5	5	5	0	0
